case_id,source_type,stability,sampling_stability,model_pair,pair_id,source_pair_id,holistic_original,holistic_reverse,structured_original,structured_reverse,score_sum_original,score_sum_reverse,dimension_majority_original,dimension_majority_reverse,structured_model_consistent,score_sum_model_consistent,dimension_majority_model_consistent,confidence_original,confidence_reverse,confidence_consistent,total_aligned_score_change,dimension_margins_json,holistic_structured_disagreement,structured_score_sum_disagreement,large_structured_score_change,high_confidence_disagreement,falsifiability_order_flip,control_failure
t2_formal_045,real_model_pair,order-stable,order-stable,Claude-Sonnet-4.6 vs GPT 5.2,t2_formal_045,smallari_next40_032_zero_shot_clip_classification_transfer_understan__v02_next40__Claude-Sonnet-4.6__vs__GPT_5.2,A,B,A,A,A,A,A,A,False,False,False,high,high,True,4,"{""decisive_metric"": {""original"": 1, ""reverse"": 0}, ""falsifiability"": {""original"": 1, ""reverse"": 1}, ""grounding"": {""original"": 0, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 1, ""reverse"": 0}, ""minimality_feasibility"": {""original"": 0, ""reverse"": 0}}",True,False,False,True,True,False
t2_formal_046,human_control_naive_v2,hidden_control,hidden_control,Claude-Sonnet-4.6 vs human_control_naive_v2,t2_formal_046,human_control_naive_v2_002__source__smallari_fourth40_036_against_attacks_adversarial_black_box_robustness__v02_fourth40__Claude-Sonnet-4.6__vs__DeepSeek-V3.2,,,A,B,A,B,A,B,True,True,True,high,high,True,0,"{""decisive_metric"": {""original"": 2, ""reverse"": -2}, ""falsifiability"": {""original"": 2, ""reverse"": -2}, ""grounding"": {""original"": 2, ""reverse"": -2}, ""hypothesis_specificity"": {""original"": 2, ""reverse"": -2}, ""minimality_feasibility"": {""original"": 2, ""reverse"": -2}}",False,False,False,False,False,False
t2_formal_047,real_model_pair,order-stable,order-stable,DeepSeek-V3.2 vs GLM-5,t2_formal_047,smallari_third40_025_video_understanding_mllms_language_multimodal__v02_third40__DeepSeek-V3.2__vs__GLM-5,A,B,A,B,A,B,A,B,True,True,True,high,high,True,3,"{""decisive_metric"": {""original"": 0, ""reverse"": 0}, ""falsifiability"": {""original"": 2, ""reverse"": 0}, ""grounding"": {""original"": 1, ""reverse"": -1}, ""hypothesis_specificity"": {""original"": 1, ""reverse"": 0}, ""minimality_feasibility"": {""original"": 1, ""reverse"": -1}}",False,False,True,False,True,False
t2_formal_048,real_model_pair,order-stable,order-stable,DeepSeek-V3.2 vs GPT 5.2,t2_formal_048,smallari_next40_017_speech_synthesis_text_to_speech_recognition_zero__v02_next40__DeepSeek-V3.2__vs__GPT_5.2,A,B,A,B,A,B,A,B,True,True,True,high,high,True,4,"{""decisive_metric"": {""original"": 1, ""reverse"": 0}, ""falsifiability"": {""original"": 1, ""reverse"": 0}, ""grounding"": {""original"": 2, ""reverse"": -1}, ""hypothesis_specificity"": {""original"": 1, ""reverse"": 0}, ""minimality_feasibility"": {""original"": 2, ""reverse"": -2}}",False,False,False,False,True,False
t2_formal_049,real_model_pair,order-unstable,order-unstable,GLM-5 vs GPT 5.2,t2_formal_049,smallari_next40_006_anomaly_detection_normal_labeled_detectors__v02_next40__GLM-5__vs__GPT_5.2,A,A,A,B,A,B,A,B,True,True,True,high,high,True,0,"{""decisive_metric"": {""original"": 1, ""reverse"": -1}, ""falsifiability"": {""original"": 1, ""reverse"": -1}, ""grounding"": {""original"": 0, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": 1, ""reverse"": -1}}",True,False,False,True,False,False
t2_formal_050,real_model_pair,order-unstable,order-unstable,GLM-5 vs GPT 5.2,t2_formal_050,smallari_expansion40_003_quantum_circuits_algorithms_design_parameterized__v02_expansion40__GLM-5__vs__GPT_5.2,A,A,A,A,A,A,A,A,False,False,False,high,high,True,5,"{""decisive_metric"": {""original"": 0, ""reverse"": 0}, ""falsifiability"": {""original"": 0, ""reverse"": 2}, ""grounding"": {""original"": 0, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 2}, ""minimality_feasibility"": {""original"": 1, ""reverse"": 0}}",False,False,True,False,True,False
t2_formal_051,real_model_pair,order-stable,order-stable,GLM-5 vs GPT 5.2,t2_formal_051,smallari_fifth40_009_series_forecasting_time_transformer_robust__v02_fifth40__GLM-5__vs__GPT_5.2,A,B,A,B,A,B,A,B,True,True,True,high,high,True,1,"{""decisive_metric"": {""original"": 0, ""reverse"": 0}, ""falsifiability"": {""original"": 2, ""reverse"": -1}, ""grounding"": {""original"": 0, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 1, ""reverse"": -1}, ""minimality_feasibility"": {""original"": 0, ""reverse"": 0}}",False,False,False,False,False,False
t2_formal_052,real_model_pair,order-stable,order-stable,Claude-Sonnet-4.6 vs DeepSeek-V3.2,t2_formal_052,smallari_fourth40_030_private_differentially_in_context_prompt_privacy__v02_fourth40__Claude-Sonnet-4.6__vs__DeepSeek-V3.2,A,B,A,B,A,B,A,B,True,True,True,high,high,True,0,"{""decisive_metric"": {""original"": 0, ""reverse"": 0}, ""falsifiability"": {""original"": 0, ""reverse"": 0}, ""grounding"": {""original"": 0, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": 1, ""reverse"": -1}}",False,False,False,False,False,False
t2_formal_053,real_model_pair,order-unstable,order-unstable,DeepSeek-V3.2 vs GLM-5,t2_formal_053,smallari_third40_035_preference_direct_annotation_alignment_llm__v02_third40__DeepSeek-V3.2__vs__GLM-5,A,A,tie,A,tie,A,tie,A,False,False,False,high,high,True,2,"{""decisive_metric"": {""original"": 0, ""reverse"": 1}, ""falsifiability"": {""original"": 0, ""reverse"": 1}, ""grounding"": {""original"": 0, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": 0, ""reverse"": 0}}",True,False,False,True,True,False
t2_formal_054,real_model_pair,order-stable,order-stable,Claude-Sonnet-4.6 vs GPT 5.2,t2_formal_054,smallari_fifth40_025_meta_learning_demonstrate_universal_representati__v02_fifth40__Claude-Sonnet-4.6__vs__GPT_5.2,A,B,A,tie,A,tie,A,tie,False,False,False,high,high,True,2,"{""decisive_metric"": {""original"": 0, ""reverse"": 0}, ""falsifiability"": {""original"": 1, ""reverse"": 0}, ""grounding"": {""original"": 0, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 1, ""reverse"": 0}, ""minimality_feasibility"": {""original"": 0, ""reverse"": 0}}",True,False,False,True,True,False
t2_formal_055,real_model_pair,order-stable,order-stable,GLM-5 vs GPT 5.2,t2_formal_055,smallari_fifth40_005_detection_ood_out_of_distribution_need_identifyi__v02_fifth40__GLM-5__vs__GPT_5.2,A,B,A,A,A,A,A,A,False,False,False,high,high,True,2,"{""decisive_metric"": {""original"": 0, ""reverse"": 0}, ""falsifiability"": {""original"": 0, ""reverse"": 0}, ""grounding"": {""original"": 0, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": 1, ""reverse"": 1}}",True,False,False,True,False,False
t2_formal_056,real_model_pair,order-unstable,order-unstable,GLM-5 vs GPT 5.2,t2_formal_056,smallari_fourth40_022_language_speech_understanding_llm_speak__v02_fourth40__GLM-5__vs__GPT_5.2,A,A,A,A,A,A,A,A,False,False,False,high,high,True,3,"{""decisive_metric"": {""original"": 1, ""reverse"": 0}, ""falsifiability"": {""original"": 0, ""reverse"": 0}, ""grounding"": {""original"": 0, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": 1, ""reverse"": 1}}",False,False,False,False,False,False
t2_formal_057,real_model_pair,order-unstable,order-unstable,DeepSeek-V3.2 vs GPT 5.2,t2_formal_057,smallari_next40_004_autoencoders_sparse_interpretability_find_saes__v02_next40__DeepSeek-V3.2__vs__GPT_5.2,A,A,B,A,B,A,B,A,True,True,True,high,high,True,1,"{""decisive_metric"": {""original"": -1, ""reverse"": 0}, ""falsifiability"": {""original"": 0, ""reverse"": 0}, ""grounding"": {""original"": 0, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": -1, ""reverse"": 1}}",True,False,False,True,False,False
t2_formal_058,real_model_pair,order-stable,order-stable,Claude-Sonnet-4.6 vs GLM-5,t2_formal_058,smallari_next40_005_out_of_distribution_detection_generation_network__v02_next40__Claude-Sonnet-4.6__vs__GLM-5,B,A,B,A,B,A,B,A,True,True,True,high,high,True,3,"{""decisive_metric"": {""original"": -1, ""reverse"": 0}, ""falsifiability"": {""original"": 0, ""reverse"": 0}, ""grounding"": {""original"": 0, ""reverse"": 1}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": -1, ""reverse"": 2}}",False,False,False,False,False,False
t2_formal_059,real_model_pair,order-stable,order-stable,Claude-Sonnet-4.6 vs DeepSeek-V3.2,t2_formal_059,smallari_fifth40_001_machine_unlearning_remove_while_existing__v02_fifth40__Claude-Sonnet-4.6__vs__DeepSeek-V3.2,B,A,B,A,B,A,B,A,True,True,True,high,high,True,0,"{""decisive_metric"": {""original"": 0, ""reverse"": 0}, ""falsifiability"": {""original"": 0, ""reverse"": 0}, ""grounding"": {""original"": 0, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": -1, ""reverse"": 1}}",False,False,False,False,False,False
t2_formal_060,real_model_pair,order-unstable,order-unstable,DeepSeek-V3.2 vs GLM-5,t2_formal_060,smallari_next40_033_physics_informed_pdes_networks_parametric_deep__v02_next40__DeepSeek-V3.2__vs__GLM-5,A,A,A,A,A,A,A,A,False,False,False,high,high,True,3,"{""decisive_metric"": {""original"": 0, ""reverse"": 1}, ""falsifiability"": {""original"": 1, ""reverse"": 0}, ""grounding"": {""original"": 1, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": 0, ""reverse"": 0}}",False,False,False,False,True,False
t2_formal_061,real_model_pair,order-unstable,order-unstable,DeepSeek-V3.2 vs GLM-5,t2_formal_061,smallari_third40_004_watermarking_text_llms_language_generated__v02_third40__DeepSeek-V3.2__vs__GLM-5,A,A,B,A,tie,A,tie,A,True,False,False,high,high,True,1,"{""decisive_metric"": {""original"": 0, ""reverse"": 0}, ""falsifiability"": {""original"": 0, ""reverse"": 0}, ""grounding"": {""original"": 0, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": 0, ""reverse"": 1}}",True,True,False,True,False,False
t2_formal_062,real_model_pair,order-stable,order-stable,Claude-Sonnet-4.6 vs GPT 5.2,t2_formal_062,smallari_fifth40_006_backdoor_attacks_attack_parameter_look__v02_fifth40__Claude-Sonnet-4.6__vs__GPT_5.2,B,A,B,A,B,A,B,A,True,True,True,high,high,True,3,"{""decisive_metric"": {""original"": 0, ""reverse"": 2}, ""falsifiability"": {""original"": 0, ""reverse"": 0}, ""grounding"": {""original"": 0, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": -2, ""reverse"": 1}}",False,False,True,False,False,False
t2_formal_063,real_model_pair,order-unstable,order-unstable,GLM-5 vs GPT 5.2,t2_formal_063,smallari_fourth40_012_audio_generation_natural_language_sounds__v02_fourth40__GLM-5__vs__GPT_5.2,A,A,B,tie,tie,tie,tie,tie,False,True,True,high,high,True,0,"{""decisive_metric"": {""original"": 0, ""reverse"": 0}, ""falsifiability"": {""original"": 0, ""reverse"": 0}, ""grounding"": {""original"": 0, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": 0, ""reverse"": 0}}",True,True,False,True,False,False
t2_formal_064,real_model_pair,order-unstable,order-unstable,Claude-Sonnet-4.6 vs GLM-5,t2_formal_064,smallari_next40_019_time_series_forecasting_modeling_frequency__v02_next40__Claude-Sonnet-4.6__vs__GLM-5,A,A,A,A,A,A,A,A,False,False,False,high,high,True,3,"{""decisive_metric"": {""original"": 1, ""reverse"": 0}, ""falsifiability"": {""original"": 0, ""reverse"": 0}, ""grounding"": {""original"": 0, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": 1, ""reverse"": 1}}",False,False,False,False,False,False
t2_formal_065,real_model_pair,order-stable,order-stable,DeepSeek-V3.2 vs GPT 5.2,t2_formal_065,smallari_fifth40_007_calibration_uncertainty_improve_how_machine__v02_fifth40__DeepSeek-V3.2__vs__GPT_5.2,B,A,B,A,B,A,B,A,True,True,True,high,high,True,2,"{""decisive_metric"": {""original"": 0, ""reverse"": 1}, ""falsifiability"": {""original"": 0, ""reverse"": 1}, ""grounding"": {""original"": 0, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": -1, ""reverse"": 1}}",False,False,False,False,True,False
t2_formal_066,real_model_pair,order-unstable,order-unstable,DeepSeek-V3.2 vs GLM-5,t2_formal_066,smallari_expansion40_033_retrieval_generation_retrieval_augmented_languag__v02_expansion40__DeepSeek-V3.2__vs__GLM-5,A,A,A,A,A,A,A,A,False,False,False,high,high,True,2,"{""decisive_metric"": {""original"": 0, ""reverse"": 0}, ""falsifiability"": {""original"": 0, ""reverse"": 0}, ""grounding"": {""original"": 1, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": 0, ""reverse"": 1}}",False,False,False,False,False,False
t2_formal_067,real_model_pair,order-stable,order-stable,Claude-Sonnet-4.6 vs GLM-5,t2_formal_067,smallari_expansion40_006_backdoor_attacks_perspective_attack_triggers__v02_expansion40__Claude-Sonnet-4.6__vs__GLM-5,A,B,A,B,A,B,A,B,True,True,True,high,high,True,0,"{""decisive_metric"": {""original"": 0, ""reverse"": 0}, ""falsifiability"": {""original"": 0, ""reverse"": 0}, ""grounding"": {""original"": 1, ""reverse"": -1}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": 0, ""reverse"": 0}}",False,False,False,False,False,False
t2_formal_068,real_model_pair,order-stable,order-stable,DeepSeek-V3.2 vs GPT 5.2,t2_formal_068,smallari_fourth40_020_low_rank_across_gradients_matrices_layers__v02_fourth40__DeepSeek-V3.2__vs__GPT_5.2,B,A,B,A,B,A,B,A,True,True,True,high,high,True,0,"{""decisive_metric"": {""original"": 0, ""reverse"": 0}, ""falsifiability"": {""original"": 0, ""reverse"": 0}, ""grounding"": {""original"": 0, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": -1, ""reverse"": 1}}",False,False,False,False,False,False
t2_formal_069,real_model_pair,order-stable,order-stable,Claude-Sonnet-4.6 vs DeepSeek-V3.2,t2_formal_069,smallari_next40_010_fine_tuning_low_rank_language_adaptation_lora__v02_next40__Claude-Sonnet-4.6__vs__DeepSeek-V3.2,B,A,B,A,B,A,B,A,True,True,True,high,high,True,1,"{""decisive_metric"": {""original"": 0, ""reverse"": 1}, ""falsifiability"": {""original"": 0, ""reverse"": 0}, ""grounding"": {""original"": 0, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": -1, ""reverse"": 1}}",False,False,False,False,False,False
t2_formal_070,real_model_pair,order-stable,order-stable,Claude-Sonnet-4.6 vs DeepSeek-V3.2,t2_formal_070,smallari_fifth40_033_instruction_high_quality_tuning_fine_tuning_sele__v02_fifth40__Claude-Sonnet-4.6__vs__DeepSeek-V3.2,B,A,A,A,A,A,A,A,False,False,False,high,high,True,5,"{""decisive_metric"": {""original"": 0, ""reverse"": 1}, ""falsifiability"": {""original"": 0, ""reverse"": 1}, ""grounding"": {""original"": 1, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": 1, ""reverse"": 1}}",True,False,True,True,True,False
t2_formal_071,human_control_naive_v2,hidden_control,hidden_control,Claude-Sonnet-4.6 vs human_control_naive_v2,t2_formal_071,human_control_naive_v2_004__source__smallari_expansion40_038_distillation_consistency_translation_unpaired_on__v02_expansion40__Claude-Sonnet-4.6__vs__DeepSeek-V3.2,,,A,B,A,B,A,B,True,True,True,high,high,True,0,"{""decisive_metric"": {""original"": 2, ""reverse"": -2}, ""falsifiability"": {""original"": 2, ""reverse"": -2}, ""grounding"": {""original"": 2, ""reverse"": -2}, ""hypothesis_specificity"": {""original"": 2, ""reverse"": -2}, ""minimality_feasibility"": {""original"": 2, ""reverse"": -2}}",False,False,False,False,False,False
t2_formal_072,real_model_pair,order-stable,order-stable,DeepSeek-V3.2 vs GLM-5,t2_formal_072,smallari_fourth40_019_online_offline_reinforcement_fine_tuning_policy__v02_fourth40__DeepSeek-V3.2__vs__GLM-5,A,B,A,B,A,tie,A,tie,True,False,False,high,medium,False,2,"{""decisive_metric"": {""original"": 0, ""reverse"": 0}, ""falsifiability"": {""original"": 1, ""reverse"": 0}, ""grounding"": {""original"": 0, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": 1, ""reverse"": 0}}",False,True,False,False,True,False
t2_formal_073,real_model_pair,order-stable,order-stable,Claude-Sonnet-4.6 vs GPT 5.2,t2_formal_073,smallari_fifth40_028_uncertainty_predictive_estimation_identifying_dr__v02_fifth40__Claude-Sonnet-4.6__vs__GPT_5.2,A,B,A,B,A,B,A,B,True,True,True,high,high,True,0,"{""decisive_metric"": {""original"": 0, ""reverse"": 0}, ""falsifiability"": {""original"": 0, ""reverse"": 0}, ""grounding"": {""original"": 0, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": 1, ""reverse"": -1}}",False,False,False,False,False,False
t2_formal_074,real_model_pair,order-stable,order-stable,Claude-Sonnet-4.6 vs GLM-5,t2_formal_074,smallari_expansion40_020_transport_optimal_generative_map_networks__v02_expansion40__Claude-Sonnet-4.6__vs__GLM-5,B,A,B,A,B,A,B,A,True,True,True,high,high,True,2,"{""decisive_metric"": {""original"": -1, ""reverse"": 1}, ""falsifiability"": {""original"": -1, ""reverse"": 0}, ""grounding"": {""original"": 0, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": 0, ""reverse"": 1}}",False,False,False,False,True,False
t2_formal_075,real_model_pair,order-stable,order-stable,Claude-Sonnet-4.6 vs GPT 5.2,t2_formal_075,smallari_fifth40_011_conversion_spiking_snn_efficiency_ann_to_snn__v02_fifth40__Claude-Sonnet-4.6__vs__GPT_5.2,A,B,A,B,tie,B,tie,B,True,False,False,high,high,True,1,"{""decisive_metric"": {""original"": 0, ""reverse"": 0}, ""falsifiability"": {""original"": 0, ""reverse"": 0}, ""grounding"": {""original"": 0, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": 0, ""reverse"": -1}}",False,True,False,False,False,False
t2_formal_076,real_model_pair,order-unstable,order-unstable,DeepSeek-V3.2 vs GPT 5.2,t2_formal_076,smallari_fourth40_021_time_forecasting_series_process_language__v02_fourth40__DeepSeek-V3.2__vs__GPT_5.2,A,A,A,A,A,A,A,A,False,False,False,high,high,True,3,"{""decisive_metric"": {""original"": 0, ""reverse"": 0}, ""falsifiability"": {""original"": 0, ""reverse"": 0}, ""grounding"": {""original"": 0, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 1}, ""minimality_feasibility"": {""original"": 1, ""reverse"": 1}}",False,False,False,False,False,False
t2_formal_077,real_model_pair,order-stable,order-stable,DeepSeek-V3.2 vs GLM-5,t2_formal_077,smallari_fourth40_002_unlearning_evaluation_enough_while_machine__v02_fourth40__DeepSeek-V3.2__vs__GLM-5,B,A,A,B,A,B,A,B,True,True,True,high,high,True,2,"{""decisive_metric"": {""original"": 0, ""reverse"": 0}, ""falsifiability"": {""original"": 0, ""reverse"": 0}, ""grounding"": {""original"": 1, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": 1, ""reverse"": -2}}",True,False,False,True,False,False
t2_formal_078,real_model_pair,order-stable,order-stable,Claude-Sonnet-4.6 vs DeepSeek-V3.2,t2_formal_078,smallari_expansion40_032_jailbreak_language_attacks_adversarial_attack__v02_expansion40__Claude-Sonnet-4.6__vs__DeepSeek-V3.2,B,A,A,A,A,A,A,A,False,False,False,high,high,True,2,"{""decisive_metric"": {""original"": 0, ""reverse"": 1}, ""falsifiability"": {""original"": 0, ""reverse"": 0}, ""grounding"": {""original"": 1, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": 0, ""reverse"": 0}}",True,False,False,True,False,False
t2_formal_079,real_model_pair,order-unstable,order-unstable,GLM-5 vs GPT 5.2,t2_formal_079,smallari_third40_003_backdoor_federated_poisoning_attack_attacks__v02_third40__GLM-5__vs__GPT_5.2,A,A,A,A,A,A,A,A,False,False,False,high,high,True,2,"{""decisive_metric"": {""original"": 1, ""reverse"": 0}, ""falsifiability"": {""original"": 0, ""reverse"": 0}, ""grounding"": {""original"": 0, ""reverse"": 1}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": 0, ""reverse"": 0}}",False,False,False,False,False,False
t2_formal_080,real_model_pair,order-unstable,order-unstable,Claude-Sonnet-4.6 vs GPT 5.2,t2_formal_080,smallari_next40_016_image_editing_diffusion_language_both__v02_next40__Claude-Sonnet-4.6__vs__GPT_5.2,A,A,B,A,B,A,B,A,True,True,True,high,high,True,0,"{""decisive_metric"": {""original"": 0, ""reverse"": 0}, ""falsifiability"": {""original"": 0, ""reverse"": 0}, ""grounding"": {""original"": 0, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": -1, ""reverse"": 1}}",True,False,False,True,False,False
t2_formal_081,real_model_pair,order-stable,order-stable,Claude-Sonnet-4.6 vs DeepSeek-V3.2,t2_formal_081,smallari_third40_033_graph_networks_gnn_fl_gnn_fuzzy_logic__v02_third40__Claude-Sonnet-4.6__vs__DeepSeek-V3.2,A,B,A,B,A,B,A,B,True,True,True,high,high,True,0,"{""decisive_metric"": {""original"": 0, ""reverse"": 0}, ""falsifiability"": {""original"": 0, ""reverse"": 0}, ""grounding"": {""original"": 1, ""reverse"": -1}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": 0, ""reverse"": 0}}",False,False,False,False,False,False
t2_formal_082,real_model_pair,order-stable,order-stable,Claude-Sonnet-4.6 vs GLM-5,t2_formal_082,smallari_fifth40_020_protein_structure_design_proteins_backbone__v02_fifth40__Claude-Sonnet-4.6__vs__GLM-5,A,B,A,A,A,A,A,A,False,False,False,high,high,True,2,"{""decisive_metric"": {""original"": 0, ""reverse"": 0}, ""falsifiability"": {""original"": 0, ""reverse"": 0}, ""grounding"": {""original"": 0, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": 1, ""reverse"": 1}}",True,False,False,True,False,False
t2_formal_083,real_model_pair,order-unstable,order-unstable,Claude-Sonnet-4.6 vs DeepSeek-V3.2,t2_formal_083,smallari_next40_030_image_super_resolution_diffusion_high_resolution__v02_next40__Claude-Sonnet-4.6__vs__DeepSeek-V3.2,A,A,A,A,A,A,A,A,False,False,False,high,medium,False,6,"{""decisive_metric"": {""original"": 1, ""reverse"": 0}, ""falsifiability"": {""original"": 1, ""reverse"": 0}, ""grounding"": {""original"": 1, ""reverse"": 1}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": 2, ""reverse"": 0}}",False,False,True,False,True,False
t2_formal_084,real_model_pair,order-unstable,order-unstable,Claude-Sonnet-4.6 vs GLM-5,t2_formal_084,smallari_expansion40_011_test_time_adaptation_active_tta_test__v02_expansion40__Claude-Sonnet-4.6__vs__GLM-5,A,A,B,A,B,A,B,A,True,True,True,high,high,True,2,"{""decisive_metric"": {""original"": 0, ""reverse"": 1}, ""falsifiability"": {""original"": 0, ""reverse"": 1}, ""grounding"": {""original"": 0, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": -1, ""reverse"": 1}}",True,False,False,True,True,False
t2_formal_085,real_model_pair,order-stable,order-stable,DeepSeek-V3.2 vs GPT 5.2,t2_formal_085,smallari_expansion40_024_causal_language_inference_discovery_graph__v02_expansion40__DeepSeek-V3.2__vs__GPT_5.2,B,A,B,A,B,A,B,A,True,True,True,high,high,True,2,"{""decisive_metric"": {""original"": -1, ""reverse"": 1}, ""falsifiability"": {""original"": 0, ""reverse"": 1}, ""grounding"": {""original"": 0, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 1}, ""minimality_feasibility"": {""original"": -1, ""reverse"": 1}}",False,False,False,False,True,False
t2_formal_086,real_model_pair,order-unstable,order-unstable,Claude-Sonnet-4.6 vs DeepSeek-V3.2,t2_formal_086,smallari_expansion40_005_memorization_deep_generalization_necessary_funda__v02_expansion40__Claude-Sonnet-4.6__vs__DeepSeek-V3.2,A,A,B,A,B,A,B,A,True,True,True,high,high,True,5,"{""decisive_metric"": {""original"": -2, ""reverse"": 0}, ""falsifiability"": {""original"": 0, ""reverse"": 1}, ""grounding"": {""original"": 0, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 1}, ""minimality_feasibility"": {""original"": -1, ""reverse"": 0}}",True,False,True,True,True,False
t2_formal_087,real_model_pair,order-unstable,order-unstable,Claude-Sonnet-4.6 vs GPT 5.2,t2_formal_087,smallari_expansion40_031_preference_language_optimization_direct_reward__v02_expansion40__Claude-Sonnet-4.6__vs__GPT_5.2,A,A,A,B,A,tie,A,tie,True,False,False,high,high,True,3,"{""decisive_metric"": {""original"": 0, ""reverse"": 0}, ""falsifiability"": {""original"": 0, ""reverse"": -1}, ""grounding"": {""original"": 1, ""reverse"": 0}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": 0, ""reverse"": 1}}",True,True,False,True,True,False
t2_formal_088,real_model_pair,order-stable,order-stable,GLM-5 vs GPT 5.2,t2_formal_088,smallari_expansion40_001_cache_compression_llms_long_context__v02_expansion40__GLM-5__vs__GPT_5.2,B,A,B,A,B,A,B,A,True,True,True,high,high,True,2,"{""decisive_metric"": {""original"": 0, ""reverse"": 1}, ""falsifiability"": {""original"": 0, ""reverse"": 0}, ""grounding"": {""original"": 0, ""reverse"": 1}, ""hypothesis_specificity"": {""original"": 0, ""reverse"": 0}, ""minimality_feasibility"": {""original"": -1, ""reverse"": 1}}",False,False,False,False,False,False
